is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,target
0,1,0,1,0,6,0,10,0,21,1
0,1,0,0,0,5,0,10,0,9,1
1,1,0,0,0,5,0,15,0,421,1
1,1,0,0,9,9,0,9,0,3,1
1,1,0,1,0,4,0,15,0,81,1
1,1,0,0,9,9,0,9,0,3,1
1,1,0,0,0,3,0,9,0,541,1
0,1,0,1,0,6,0,10,0,13,1
1,1,0,0,9,9,0,9,0,3,1
0,1,1,1,0,6,0,9,0,10,1
1,1,0,0,0,5,0,16,0,12,1
0,1,0,1,0,6,0,9,0,37,1
1,1,0,1,0,6,1,9,0,28,1
1,1,0,1,0,6,1,9,0,27,1
1,1,0,1,0,4,0,16,0,84,1
1,1,0,0,8,8,0,8,0,3,1
0,1,0,1,4,20,0,9,0,8,1
0,1,0,1,0,2,0,9,0,67,1
1,1,0,0,3,28,2,10,0,42,1
1,1,0,1,12,43,2,10,0,4,1
1,1,0,1,25,40,2,10,0,87,1
0,1,0,0,0,5,0,9,0,9,1
1,1,0,1,0,6,1,9,0,28,1
0,1,1,0,10,32,2,13,0,3,1
1,1,0,0,8,8,0,8,0,3,1
0,1,0,0,0,4,0,9,0,49,1
1,1,0,0,8,8,0,8,0,3,1
1,1,0,0,16,16,0,16,0,3,1
1,1,0,1,0,6,1,9,0,26,1
0,1,0,1,0,6,0,9,0,21,1
0,1,1,1,0,5,0,15,0,77,1
0,1,0,1,0,6,0,9,0,36,1
0,1,0,1,0,3,0,9,0,62,1
1,1,0,0,8,8,0,8,0,3,1
0,1,1,1,0,6,0,9,0,10,1
0,1,0,1,0,2,0,9,0,67,1
0,1,0,1,0,2,0,9,0,65,1
1,1,0,1,0,7,0,16,0,9,1
1,1,0,0,8,8,0,8,0,3,1
1,1,0,0,16,16,0,16,0,3,1
1,1,0,1,0,6,1,9,0,18,1
1,1,0,1,0,6,0,16,0,16,1
1,1,0,0,8,8,0,8,0,3,1
1,1,0,0,8,8,0,8,0,3,1
0,1,0,0,21,38,0,9,0,15,1
1,1,0,0,18,6,2,10,0,9,1
0,1,1,1,0,6,0,9,0,43,1
0,1,0,1,0,5,0,8,0,51,1
0,1,0,1,0,5,0,8,0,41,1
0,1,0,1,0,4,0,8,0,55,1
1,1,0,1,0,5,1,8,0,20,1
0,1,0,0,0,7,0,8,0,10,1
1,1,0,0,17,17,0,17,0,5,1
1,1,0,0,17,17,0,17,0,4,1
1,1,0,1,0,5,1,8,0,15,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,0,17,17,0,17,0,4,1
0,1,0,1,0,5,0,8,0,49,1
0,1,0,1,0,5,0,8,0,32,1
0,1,1,0,20,18,2,10,0,24,1
1,1,1,0,10,24,0,7,0,1803,1
0,1,0,0,0,5,0,8,0,454,1
1,1,0,1,0,5,1,8,0,20,1
1,1,0,0,0,5,0,17,0,7,1
0,1,0,1,0,4,0,8,0,54,1
0,1,1,1,0,5,0,8,0,12,1
1,1,0,1,0,6,0,17,0,15,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,0,7,7,0,7,0,3,1
0,1,0,0,1,7,0,8,0,10,1
1,1,0,1,9,4,0,7,0,2,1
1,1,0,1,0,4,0,17,0,85,1
1,1,0,0,7,7,0,7,0,3,1
0,1,0,0,0,6,0,8,0,10,1
1,1,0,1,0,6,1,8,0,24,1
0,1,0,0,0,4,0,8,0,51,1
1,1,0,0,7,7,0,7,0,3,1
1,1,1,1,0,5,0,17,0,90,1
0,1,1,1,0,8,0,16,0,10,1
1,1,0,0,6,42,0,7,0,4,1
1,1,0,0,17,17,0,17,0,3,1
0,1,0,1,0,3,0,8,0,60,1
1,1,1,0,11,32,0,7,0,9,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,0,6,7,0,7,0,3,1
1,1,0,1,0,6,1,8,0,17,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,1,0,5,1,8,0,21,1
1,1,0,1,0,4,0,17,0,86,1
1,1,0,0,7,7,0,7,0,3,1
1,1,0,0,7,7,0,7,0,3,1
0,1,0,0,1,8,0,8,0,11,1
0,1,0,1,0,4,0,8,0,56,1
1,1,0,1,0,5,1,8,0,22,1
0,1,1,1,8,23,1,16,0,10,1
1,1,0,0,18,18,0,18,0,4,1
1,1,0,0,0,6,2,8,0,1108,1
1,1,0,0,0,6,2,8,0,1092,1
1,1,0,0,18,18,0,18,0,5,1
1,1,0,1,0,5,1,7,0,15,1
0,1,1,1,0,5,0,17,0,84,1
1,1,0,0,0,6,0,18,0,6,1
1,1,0,0,2,6,2,16,0,21,1
0,1,0,1,3,20,1,8,0,6,1
1,1,0,0,0,6,2,8,0,1179,1
1,1,0,0,1,7,3,9,0,442,1
0,1,0,0,21,6,0,17,0,54,1
0,1,1,1,0,5,0,17,0,77,1
1,1,0,0,0,5,0,18,0,13,1
1,1,0,1,0,5,1,7,0,18,1
0,1,0,0,4,11,1,7,0,13,1
1,1,0,0,2,6,3,8,0,1399,1
1,1,0,0,10,2,0,19,0,10,1
1,1,0,0,5,13,2,7,0,11,1
1,1,0,0,19,19,0,19,0,4,1
1,1,0,1,12,6,2,7,0,16,1
1,1,0,1,17,32,1,18,0,1351,1
1,1,0,0,19,19,0,19,0,4,1
1,1,0,0,19,19,0,19,0,3,1
1,1,1,0,12,24,0,19,0,42,1
1,1,0,0,19,19,0,19,0,4,1
1,1,0,0,19,19,0,19,0,3,1
1,1,0,0,4,5,4,9,0,628,1
0,1,1,1,0,5,1,7,0,15,1
1,1,0,0,0,6,0,19,0,6,1
1,1,0,0,3,10,2,7,0,14,1
1,1,0,0,0,5,2,7,0,15,1
1,1,1,0,20,16,0,19,0,9,1
1,1,0,1,9,39,0,20,0,285,1
1,1,0,0,3,7,4,8,0,1453,1
0,1,0,0,24,11,2,17,0,24,1
1,1,0,0,4,7,4,8,0,1461,1
1,1,0,1,9,12,1,19,0,15,1
0,1,0,1,7,9,0,19,0,54,1
