,user,is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,ts,target,source
46,30,1,1,0,1,0,4,21,7,0,3,0.524515972609412,0,original
47,30,1,0,0,1,0,0,24,0,0,104,0.5400910918490995,0,original
48,40,1,0,0,1,0,0,2,0,0,131,0.5300465176242452,0,original
49,40,1,0,0,1,0,0,3,0,0,14,0.5300461847496467,0,original
50,18,1,1,0,0,11,11,14,4,0,7973,0.5402572794923421,0,original
51,40,1,0,0,1,0,0,3,0,0,17,0.5300426063477142,0,original
52,40,1,1,0,1,0,1,0,2,1,0,0.530040359444175,0,original
53,30,1,0,0,1,0,0,32,0,0,9,0.5402416343862182,0,original
54,19,1,1,0,0,1,1,22,1,0,235,0.5245748081946762,0,original
55,37,0,1,1,1,0,13,0,5,0,14,0.5383143736802306,0,original
56,24,1,0,0,1,0,0,10,0,0,713,0.5383010586962953,0,original
57,30,1,1,0,1,0,3,9,5,0,89,0.5116859037452893,0,original
58,18,1,1,0,0,3,3,33,3,0,1,0.5402558647752991,0,original
59,30,1,1,0,1,0,2,2,3,0,9,0.5112604067899064,0,original
60,30,1,0,0,1,0,0,23,0,0,195,0.5400824371095415,0,original
61,37,1,1,1,1,0,18,2,1,0,1086,0.5123578111221252,0,original
62,18,1,1,0,0,2,10,2,3,0,28,0.5115962772596747,0,original
63,40,1,0,0,1,0,0,1,0,0,9,0.5300356159811481,0,original
64,30,1,1,0,0,10,10,22,27,0,5526,0.5400662094728704,0,original
65,30,1,0,0,1,0,0,2,0,0,80,0.5111354123782136,0,original
66,37,0,1,1,1,0,11,0,2,0,41,0.5383035552557832,0,original
67,40,1,0,0,1,0,0,1,0,0,15,0.5300364481676441,0,original
68,24,1,0,0,1,0,0,8,0,0,99909,0.5381771461270473,0,original
69,40,1,1,0,1,0,4,1,2,0,11,0.530046767280194,0,original
70,40,1,0,0,1,0,0,1,0,0,23,0.5300384454152344,0,original
71,31,1,1,0,0,9,9,22,26,0,18,0.5396063432152044,0,original
72,30,1,1,0,1,0,1,14,2,0,3176,0.5126141245628801,0,original
73,37,1,1,1,1,0,3,1,5,0,146,0.5227416677813814,0,original
74,30,1,1,0,1,0,1,20,2,0,24,0.5242068985448135,0,original
75,37,1,1,1,1,0,6,9,10,0,662,0.5117476519832893,0,original
76,24,1,1,0,1,0,1,8,2,0,767,0.5382409748312872,0,original
77,30,1,0,0,1,0,0,6,0,0,1980,0.512599311643252,0,original
78,18,1,1,0,0,12,12,14,6,0,8,0.5402579452415389,0,original
79,30,1,1,0,1,0,2,0,3,0,13,-1.952880840038773,0,original
80,34,1,1,0,0,2,2,0,2,0,3,-1.8856452475030472,0,original
81,18,1,0,0,1,0,0,5,0,0,5312,0.5115804657162515,0,original
82,30,1,1,0,1,0,2,20,3,0,0,0.5242068985448135,0,original
83,37,0,1,1,1,0,4,0,6,0,38,0.5382904899277967,0,original
84,30,1,1,0,1,0,4,32,6,0,13,0.5402490408460322,0,original
85,30,1,0,0,1,0,0,2,0,0,25,-1.9528881632799373,0,original
86,30,1,0,0,1,0,0,3,0,0,9,0.511125010047014,0,original
87,18,1,1,0,0,4,12,2,5,0,257,0.5116184966391167,0,original
88,24,1,0,0,1,0,0,7,0,0,8,0.5298628540645873,0,original
89,30,1,0,0,1,0,0,29,0,0,12,0.5402099280807222,0,original
90,40,1,1,0,1,0,2,1,1,0,7,0.5300455190004499,0,original
91,37,0,1,1,1,0,1,0,2,1,0,0.5382851639342225,0,original
92,19,1,1,0,0,3,3,14,10,0,6,0.5395213769739672,0,original
93,40,1,0,0,1,0,0,1,0,1,0,0.5300362817303449,0,original
94,37,1,1,1,1,0,4,2,6,0,623,0.5113126681018525,0,original
95,30,1,0,0,1,0,0,19,0,0,138376,0.5241935003422286,0,original
96,30,1,1,0,1,0,2,21,3,0,61,0.524515140422916,0,original
97,19,1,1,0,0,6,6,14,14,0,3,0.5395301981508243,0,original
98,40,1,1,0,1,0,1,0,6,1,0,0.5300338683895066,0,original
99,30,1,1,0,1,0,6,0,9,0,19,-1.9528769287622416,0,original
100,30,1,1,0,1,0,2,5,3,0,3,0.5124345387170525,0,original
101,40,1,1,0,1,0,2,0,1,0,13,0.5300356991997976,0,original
102,30,1,0,0,1,0,0,3,0,0,10,0.5111362445647095,0,original
103,30,1,1,0,1,0,1,9,2,0,72,0.5116552792822381,0,original
104,30,1,1,0,1,0,1,1,2,0,61,-1.952890659839425,0,original
105,36,1,1,0,0,3,3,0,3,0,4,-1.8856449146284489,0,original
106,40,1,0,0,1,0,0,2,0,0,4,0.5300412748493206,0,original
107,30,1,0,0,1,0,0,31,0,0,6,0.5402408854183718,0,original
108,40,1,0,0,1,0,0,2,0,0,3,0.5227873548200095,0,original
109,30,1,0,0,1,0,0,1,0,1,0,-1.950474822441661,0,original
110,18,1,1,0,0,2,2,33,2,0,64,0.5402557815566494,0,original
111,24,1,1,0,1,0,1,2,2,0,28,0.5227896849421981,0,original
112,40,1,1,0,1,0,2,0,1,0,13,0.5300348670133017,0,original
113,30,1,0,0,1,0,0,4,0,0,161,0.511138408249599,0,original
114,37,0,1,1,1,0,3,0,4,0,16,0.538287327619112,0,original
115,30,1,1,0,1,0,2,1,3,0,5,-1.9528902437461773,0,original
116,30,1,1,0,1,0,3,21,6,0,7,0.5245157229534633,0,original
117,18,1,1,0,0,1,1,33,1,0,9,0.5402504555630754,0,original
118,30,1,0,0,1,0,0,1,0,1,0,0.5111287548862459,0,original
119,30,1,0,0,1,0,0,20,0,0,137,0.5242049012972232,0,original
120,30,1,1,0,1,0,2,14,3,0,9,0.5126148735307264,0,original
121,30,1,1,0,1,0,1,32,2,0,16,0.5402429658846117,0,original
122,40,1,1,0,1,0,3,1,2,0,4,0.5300458518750484,0,original
123,30,1,1,0,1,0,3,32,5,0,27,0.5402479590035875,0,original
124,40,1,0,0,1,0,0,2,0,0,113,0.5300450196885524,0,original
125,19,1,0,0,1,0,0,22,0,0,7,0.5245552518120212,0,original
126,30,1,1,0,1,0,4,9,7,0,21,0.5116876513369308,0,original
127,30,1,0,0,1,0,0,9,0,0,12,0.5126073006336133,0,original
128,30,1,0,0,1,0,0,1,0,1,0,0.5112257046130249,0,original
129,24,1,1,0,1,0,1,0,2,1,0,0.5227097118199366,0,original
130,33,1,1,0,0,1,1,0,1,1,0,-1.885645497158996,0,original
131,30,1,0,0,1,0,0,9,0,0,120,0.5116492875394671,0,original
132,30,1,0,0,1,0,0,2,0,0,354,0.5112551640149818,0,original
133,30,1,1,0,1,0,1,21,2,0,3507,0.5245100640852907,0,original
134,18,1,1,0,0,2,6,21,15,0,11,0.524546430635164,0,original
135,37,1,1,0,0,3,7,21,16,0,21,0.5245481782268056,0,original
136,30,1,0,0,1,0,0,30,0,0,270,0.5402403861064743,0,original
137,40,1,1,0,1,0,1,0,8,1,0,0.5300343677014041,0,original
138,30,1,1,1,1,0,17,2,5,0,23,0.5122674356686643,0,original
139,30,1,1,0,1,0,7,20,11,0,22,0.5242163854708674,0,original
140,40,1,1,0,1,0,2,0,2,0,10,0.5300351998879002,0,original
141,40,1,0,0,1,0,0,1,0,0,12,0.5300346173573529,0,original
142,30,1,0,0,1,0,0,5,0,0,851,0.5124335400932574,0,original
143,24,1,1,0,1,0,1,6,2,0,54090,0.5298621883153906,0,original
144,40,1,1,0,1,0,2,0,1,0,12,0.5300413580679701,0,original
145,40,1,0,0,1,0,0,1,0,0,13,0.5300356159811481,0,original
146,30,1,1,1,1,0,3,2,4,0,1,0.5111242610791678,0,original
147,30,1,0,0,1,0,0,4,0,0,26,0.5123627210224514,0,original
148,24,1,0,0,1,0,0,9,0,0,9,0.5382417237991336,0,original
149,18,1,0,0,1,0,0,33,0,0,8,0.540249706595229,0,original
150,30,1,0,0,1,0,0,12,0,0,33,0.5117900934945832,0,original
151,37,1,1,1,1,0,5,1,7,0,0,0.5227443307781685,1,original
152,20,1,1,0,1,1,5,14,15,0,8,-0.7813255654217554,1,gan
153,37,0,1,1,1,0,7,0,10,0,1,0.5382958991400204,1,original
154,37,0,1,1,1,0,6,0,9,0,10,0.5382958159213708,1,original
155,43,0,1,0,0,1,3,0,11,0,6,-0.7358943552200105,1,gan
156,17,0,1,0,0,3,3,14,18,0,13,-0.7813199578182434,1,gan
157,32,1,1,0,0,7,7,0,7,0,3,-1.885643250255457,1,original
158,40,1,1,0,1,0,2,0,11,0,8,0.5300345341387034,1,original
159,30,1,1,0,1,0,8,0,12,0,21,-1.9528739328908564,1,original
160,28,0,1,0,1,2,3,0,11,0,3,1.3524002177553776,1,gan
161,37,1,1,1,0,10,6,1,8,0,4,1.3658885837449424,1,gan
162,30,1,1,0,1,0,9,0,13,0,16,-1.9528726013924629,1,original
163,16,1,1,1,1,1,11,14,20,0,3,-0.7813201707652122,1,gan
164,30,1,1,1,1,0,8,2,11,0,6,0.5114506446228821,1,original
165,24,1,1,0,1,0,7,1,10,0,30,0.5227485749292978,1,original
166,35,1,1,0,1,7,8,0,12,0,6,-0.781319318977337,1,gan
167,37,0,1,1,1,0,10,0,15,0,13,0.5383001432911498,1,original
168,37,0,1,1,1,0,8,0,13,0,24,0.5382978963876107,1,original
169,17,1,1,1,0,5,2,0,8,0,6,-0.7358924790998366,1,gan
170,13,1,1,0,1,2,3,2,8,0,3,-0.781320454694504,1,gan
171,43,1,1,1,0,1,14,2,12,0,14,1.263282058281027,1,gan
172,27,1,1,0,0,9,9,0,9,0,3,-1.8856427509435596,1,original
173,18,1,1,1,1,0,5,2,7,0,16,0.5113139996002459,1,original
174,14,1,1,1,0,7,7,2,17,0,9,1.2744771063253162,1,gan
175,12,0,1,1,1,1,7,2,10,0,3,-0.7813175444192635,1,gan
176,37,0,1,0,0,1,21,0,13,0,21,-0.7813222292525773,1,gan
177,23,0,1,0,0,9,18,0,7,0,21,1.2633027141370017,1,gan
178,18,0,1,0,0,12,2,2,15,0,9,1.2631861611627393,1,gan
179,23,0,1,1,0,4,20,14,13,0,3,-0.7813177573662323,1,gan
180,28,0,1,0,1,4,14,14,22,0,0,-0.7813243587222655,1,gan
181,15,0,1,1,0,6,5,1,18,0,3,-0.7358971694002712,1,gan
182,24,1,1,1,0,6,21,14,18,0,4,-0.781322655146515,1,gan
183,11,1,1,0,0,1,9,2,13,0,3,1.3426070869235247,1,gan
184,15,0,1,0,0,22,12,14,12,0,3,-0.7358932006845188,1,gan
185,18,1,1,0,0,5,13,2,7,0,14,0.5116196617002111,1,original
186,30,0,1,0,1,9,14,0,10,0,4,1.365884903663063,1,gan
187,7,1,1,0,0,2,4,0,13,0,9,0.5245441005129754,1,original
188,14,1,1,1,1,13,4,1,15,0,14,1.2633022882430638,1,gan
189,43,0,1,1,1,7,2,0,23,0,0,1.2862006177638696,1,gan
190,37,0,1,1,0,14,13,0,8,0,13,-0.7813186091541076,1,gan
191,8,1,1,1,1,10,10,0,13,0,3,-0.7813188221010764,1,gan
192,37,1,1,1,1,0,7,2,10,0,285,0.5114501453109846,1,original
193,21,1,1,0,0,12,12,0,12,0,3,-1.885642001975713,1,original
194,30,1,1,1,1,0,7,0,20,0,6,0.5245530049084821,1,original
195,8,0,1,0,0,4,9,1,18,0,4,-0.8386718292107253,1,gan
196,8,1,1,1,1,7,10,2,19,0,3,-0.7358976745095487,1,gan
197,28,1,1,1,1,9,4,0,19,0,13,-0.7813257783687242,1,gan
198,8,1,1,0,1,7,10,0,18,0,3,-0.7813231520227755,1,gan
199,5,1,1,1,1,5,10,14,25,0,9,-0.781319318977337,1,gan
200,13,1,1,0,0,2,17,2,9,0,14,-0.7813206676414727,1,gan
201,8,1,1,1,1,1,5,0,17,0,10,1.2744785259717748,1,gan
202,9,1,1,0,1,13,17,2,12,0,6,-0.7813257783687242,1,gan
203,8,1,1,1,0,3,2,1,18,0,3,1.2729394162635377,1,gan
204,13,0,1,0,0,9,3,0,21,0,1,1.2729394162635377,1,gan
205,15,0,1,1,0,12,14,0,7,0,0,-0.7813266301565994,1,gan
206,15,1,1,0,1,3,15,0,22,0,8,-0.781323648899036,1,gan
207,44,0,1,0,0,11,2,14,8,0,9,-0.78131697656068,1,gan
208,28,1,1,1,0,15,8,0,12,0,8,-0.7358929842091142,1,gan
209,7,0,1,0,0,1,14,2,10,0,0,-0.7358959427063113,1,gan
210,43,1,1,0,0,0,23,2,9,0,30,-0.7358993341543179,1,gan
211,3,0,1,0,1,12,2,0,13,0,10,-0.8386718292107253,1,gan
212,2,0,1,0,0,12,4,0,13,0,4,1.2744785259717748,1,gan
213,8,0,1,0,0,15,3,2,22,0,6,1.342607519874334,1,gan
214,18,1,1,1,0,12,21,2,10,0,0,-0.7358959427063113,1,gan
215,28,1,1,0,0,15,5,0,17,0,0,-0.8386718292107253,1,gan
216,29,1,1,1,0,10,2,2,25,0,1,-0.7358920461490273,1,gan
217,44,1,1,1,0,6,23,0,11,0,8,-0.7813186091541076,1,gan
218,28,0,1,1,1,17,7,0,19,0,8,-0.7358920461490273,1,gan
219,23,1,1,0,0,1,21,0,7,0,4,1.263282058281027,1,gan
220,5,1,1,0,1,6,18,2,18,0,9,-0.7813234359520672,1,gan
221,45,1,1,0,1,15,10,0,9,0,21,-0.7813201707652122,1,gan
222,0,1,1,0,0,11,11,0,11,0,3,-1.8856422516316615,1,original
223,24,1,1,0,0,7,3,14,21,0,285,-0.781323648899036,1,gan
224,37,1,1,1,1,0,5,0,18,0,87,0.5245513405354902,1,original
225,17,1,1,0,1,15,22,0,18,0,8,-0.781324855598526,1,gan
226,43,1,1,0,0,0,22,0,17,0,4,-0.7358976745095487,1,gan
227,3,1,1,1,1,10,22,14,11,0,13,1.2633027141370017,1,gan
228,9,1,1,0,0,15,11,14,32,0,16,1.2791540606012943,1,gan
229,45,1,1,0,1,4,7,14,23,0,0,1.2880026459962644,1,gan
230,13,1,1,0,0,18,6,2,8,0,30,-0.8386706934935583,1,gan
231,28,1,1,0,0,17,17,1,20,0,14,-0.78131697656068,1,gan
232,15,1,1,0,0,19,19,0,19,0,4,-1.885639755072174,1,original
233,2,1,1,0,0,15,15,0,15,0,3,-1.885641169789217,1,original
234,15,1,1,0,0,0,21,1,21,0,14,-0.7813175444192635,1,gan
235,0,1,1,0,1,13,2,0,18,0,6,1.2729394162635377,1,gan
236,27,1,1,0,0,9,11,2,32,0,3,1.2631861611627393,1,gan
237,16,1,1,0,0,6,4,1,22,0,30,-0.7813255654217554,1,gan
238,2,1,1,0,0,5,20,0,7,0,21,1.2633022882430638,1,gan
239,27,1,1,0,0,21,14,14,7,0,24,-0.7813195319243057,1,gan
240,13,0,1,0,0,19,9,1,7,0,30,-0.7813186091541076,1,gan
241,45,0,1,1,1,13,13,0,21,0,10,1.2744785259717748,1,gan
242,24,0,1,1,0,10,6,1,33,0,1,1.342607519874334,1,gan
243,2,0,1,1,0,7,9,14,31,0,4,1.3539670667343768,1,gan
244,3,1,1,0,0,17,17,0,17,0,4,-1.88564058725867,1,original
245,27,1,1,0,0,4,25,0,11,0,1,-0.7813234359520672,1,gan
246,0,0,1,1,0,17,9,0,18,0,3,1.263282058281027,1,gan
247,0,0,1,0,0,1,10,0,22,0,3,-0.7358943552200105,1,gan
248,15,1,1,1,0,0,25,1,12,0,9,1.2633027141370017,1,gan
249,42,1,1,0,1,11,23,0,15,0,3,-0.7813262042626617,1,gan
250,4,0,1,0,0,13,5,1,23,0,21,1.263446879234886,1,gan
251,37,0,1,1,0,19,9,0,21,0,3,-0.781320454694504,1,gan
252,7,1,1,0,0,1,3,0,12,0,42,0.524543351545129,1,original
253,45,1,1,0,0,22,10,0,13,0,1,-0.781324855598526,1,gan
254,29,1,1,0,1,20,21,1,18,0,6,-0.8386718292107253,1,gan
255,4,0,1,1,0,17,2,0,25,0,4,1.3424890356695116,1,gan
256,11,1,1,0,0,22,19,0,21,0,8,-0.7813177573662323,1,gan
257,37,0,1,1,1,22,3,0,12,0,21,1.272935796165068,1,gan
258,30,0,1,0,0,10,5,0,25,0,285,1.286202392321943,1,gan
259,3,1,1,0,1,1,21,0,17,0,1,-0.7358968807663983,1,gan
260,35,1,1,0,0,18,18,0,18,0,6,-1.8856400879467723,1,original
261,29,1,1,0,0,20,20,0,20,0,3,-1.8856395054162247,1,original
262,9,1,1,1,1,18,23,0,20,0,9,-0.7813201707652122,1,gan
263,30,1,1,0,0,0,18,14,22,0,87,-0.7813188221010764,1,gan
264,7,1,1,1,1,0,10,0,12,0,87,1.365884903663063,1,gan
265,14,1,1,0,1,7,12,14,41,0,6,1.2633022882430638,1,gan
266,37,1,1,0,1,17,20,1,19,0,6,-0.7358976745095487,1,gan
267,30,1,1,1,0,5,35,2,12,0,13,-0.781323648899036,1,gan
268,3,1,1,1,0,10,22,0,22,0,1,1.367716718537378,1,gan
269,7,0,1,0,0,0,14,2,33,0,10,1.2862006887461923,1,gan
270,4,1,1,1,0,13,12,0,18,0,30,1.352403897837257,1,gan
271,9,1,1,0,0,3,4,14,37,0,21,-0.7813195319243057,1,gan
272,7,1,1,0,0,11,19,2,18,0,30,1.2862006177638696,1,gan
273,44,1,1,0,0,6,3,2,34,0,0,-0.7813201707652122,1,gan
274,13,0,1,1,0,3,11,0,10,0,285,-0.7941946453040372,1,gan
275,44,0,1,1,1,6,3,0,34,0,3,-0.8386718292107253,1,gan
276,12,1,1,1,0,0,22,2,31,0,14,-0.735898107460358,1,gan
277,35,0,1,1,0,17,18,1,11,0,285,1.3524002177553776,1,gan
278,20,1,1,0,0,14,17,1,33,0,24,-0.7813255654217554,1,gan
279,13,0,1,0,1,15,11,2,33,0,24,-0.735898107460358,1,gan
280,40,0,1,0,0,6,13,0,33,0,16,-0.7358993341543179,1,gan
281,30,0,1,1,0,5,20,1,34,0,6,1.3425865217600812,1,gan
282,28,1,1,0,1,19,23,0,10,0,42,-0.781320454694504,1,gan
283,26,1,1,0,0,23,23,0,23,0,3,-1.8856385900110797,1,original
284,15,0,1,0,1,21,8,14,41,0,14,-0.7813177573662323,1,gan
285,2,1,1,0,0,25,10,1,15,0,21,-0.7813197448712745,1,gan
286,42,0,1,1,0,12,31,2,7,0,3,-0.781322655146515,1,gan
287,45,1,1,1,0,12,25,2,21,0,10,-0.7358936336353282,1,gan
288,13,0,1,0,0,6,2,14,42,0,21,-0.7358913967228132,1,gan
289,16,0,1,0,0,25,2,2,34,0,8,-0.7358968807663983,1,gan
290,43,0,1,1,0,19,23,2,11,0,42,-0.7813197448712745,1,gan
291,20,1,1,1,0,21,9,2,37,0,0,1.286202392321943,1,gan
292,23,1,1,1,1,0,2,2,38,0,21,-0.7813239328283278,1,gan
293,23,0,1,1,1,1,18,1,38,0,3,-0.7813239328283278,1,gan
294,43,1,1,0,0,10,13,0,33,0,24,-0.7358968807663983,1,gan
295,5,1,1,0,0,1,31,0,12,0,14,-0.7358995506297225,1,gan
296,8,0,1,0,0,3,31,1,12,0,30,1.3424890356695116,1,gan
297,44,0,1,0,1,18,25,14,22,0,30,1.2880026459962644,1,gan
298,11,1,1,1,1,12,23,0,35,0,8,-0.7358924790998366,1,gan
299,3,1,1,0,0,11,32,1,12,0,8,1.2862043088446622,1,gan
300,13,0,1,0,0,19,32,0,13,0,9,1.263282058281027,1,gan
301,43,0,1,0,0,7,33,0,18,0,9,-0.7358941387446057,1,gan
